1.6478, 0.0
1.5104, 0.0
2.128, 0.0
2.0164, 0.0
1.6137, 0.0
2.0528, 0.0
2.0915, 0.0
1.5889, 0.01
1.9136, 0.01
1.5246, 0.01
1.8597, 0.01
1.413, 0.01
1.1893, 0.01
1.1858, 0.01
1.2894, 0.01
1.2001, 0.01
1.0083, 0.01
0.9328, 0.01
0.8047, 0.01
0.8755, 0.01
0.7717, 0.01
0.7325, 0.01
0.7112, 0.02
0.7857, 0.02
0.7026, 0.02
0.7746, 0.02
0.7706, 0.02
0.5317, 0.02
0.713, 0.02
0.6104, 0.02
0.6945, 0.02
0.5624, 0.02
0.6401, 0.02
0.6112, 0.02
0.594, 0.02
0.6416, 0.02
0.6004, 0.02
0.5531, 0.03
0.5531, 0.03
0.5214, 0.03
0.5888, 0.03
0.6501, 0.03
0.5819, 0.03
0.6542, 0.03
0.5265, 0.03
0.5566, 0.03
0.5152, 0.03
0.4978, 0.03
0.4852, 0.03
0.4741, 0.03
0.5605, 0.03
0.4996, 0.04
0.5214, 0.04
0.4849, 0.04
0.4815, 0.04
0.552, 0.04
0.5055, 0.04
0.4161, 0.04
0.4148, 0.04
0.3469, 0.04
0.424, 0.04
0.3796, 0.04
0.3376, 0.04
0.4788, 0.04
0.4859, 0.04
0.4155, 0.04
0.4114, 0.05
0.3273, 0.05
0.3893, 0.05
0.4102, 0.05
0.3261, 0.05
0.3704, 0.05
0.3983, 0.05
0.3092, 0.05
0.3402, 0.05
0.3801, 0.05
0.2978, 0.05
0.3167, 0.05
0.3012, 0.05
0.3536, 0.05
0.2992, 0.05
0.2658, 0.06
0.2701, 0.06
0.3135, 0.06
0.2687, 0.06
0.3128, 0.06
0.4361, 0.06
0.2535, 0.06
0.2344, 0.06
0.2977, 0.06
0.2378, 0.06
0.2236, 0.06
0.3102, 0.06
0.2668, 0.06
0.2764, 0.06
0.2511, 0.06
0.227, 0.07
0.2174, 0.07
0.2822, 0.07
0.2263, 0.07
0.2447, 0.07
0.3083, 0.07
0.2607, 0.07
0.1772, 0.07
0.2686, 0.07
0.2144, 0.07
0.2191, 0.07
0.2007, 0.07
0.2094, 0.07
0.1567, 0.07
0.2767, 0.07
0.1522, 0.08
0.2025, 0.08
0.1831, 0.08
0.283, 0.08
0.2833, 0.08
0.2857, 0.08
0.2391, 0.08
0.2417, 0.08
0.2163, 0.08
0.2145, 0.08
0.193, 0.08
0.2575, 0.08
0.2274, 0.08
0.2095, 0.08
0.2377, 0.08
0.1726, 0.09
0.2117, 0.09
0.2754, 0.09
0.2609, 0.09
0.2094, 0.09
0.2261, 0.09
0.2402, 0.09
0.176, 0.09
0.2167, 0.09
0.2195, 0.09
0.198, 0.09
0.2148, 0.09
0.1771, 0.09
0.1999, 0.09
0.2041, 0.09
0.2202, 0.1
0.1798, 0.1
0.1665, 0.1
0.226, 0.1
0.2001, 0.1
0.229, 0.1
0.1734, 0.1
0.196, 0.1
0.211, 0.1
0.193, 0.1
0.2638, 0.1
0.1754, 0.1
0.2647, 0.1
0.1913, 0.1
0.2813, 0.11
0.1531, 0.11
0.1794, 0.11
0.1671, 0.11
0.2514, 0.11
0.2001, 0.11
0.1875, 0.11
0.2107, 0.11
0.2183, 0.11
0.2779, 0.11
0.1637, 0.11
0.2004, 0.11
0.2687, 0.11
0.161, 0.11
0.2088, 0.11
0.1715, 0.12
0.1744, 0.12
0.2273, 0.12
0.1727, 0.12
0.1768, 0.12
0.3269, 0.12
0.2138, 0.12
0.1998, 0.12
0.1828, 0.12
0.1509, 0.12
0.2265, 0.12
0.1518, 0.12
0.2097, 0.12
0.1889, 0.12
0.1587, 0.12
0.1942, 0.13
0.2097, 0.13
0.2285, 0.13
0.1587, 0.13
0.1501, 0.13
0.2049, 0.13
0.1442, 0.13
0.1724, 0.13
0.1413, 0.13
0.2063, 0.13
0.2046, 0.13
0.1581, 0.13
0.1483, 0.13
0.1924, 0.13
0.2105, 0.13
0.1396, 0.14
0.2168, 0.14
0.1389, 0.14
0.201, 0.14
0.1547, 0.14
0.1501, 0.14
0.1979, 0.14
0.1978, 0.14
0.1649, 0.14
0.19, 0.14
0.221, 0.14
0.1547, 0.14
0.1897, 0.14
0.1955, 0.14
0.1229, 0.14
0.2224, 0.15
0.1769, 0.15
0.1977, 0.15
0.1652, 0.15
0.138, 0.15
0.1779, 0.15
0.1241, 0.15
0.236, 0.15
0.1322, 0.15
0.1538, 0.15
0.1694, 0.15
0.1929, 0.15
0.2138, 0.15
0.1403, 0.15
0.1397, 0.15
0.1325, 0.16
0.144, 0.16
0.189, 0.16
0.182, 0.16
0.2064, 0.16
0.1841, 0.16
0.1857, 0.16
0.1688, 0.16
0.1473, 0.16
0.1614, 0.16
0.1297, 0.16
0.1214, 0.16
0.216, 0.16
0.1778, 0.16
0.123, 0.16
0.2669, 0.17
0.1484, 0.17
0.147, 0.17
0.1831, 0.17
0.1418, 0.17
0.1389, 0.17
0.2336, 0.17
0.1564, 0.17
0.158, 0.17
0.1394, 0.17
0.1012, 0.17
0.1241, 0.17
0.125, 0.17
0.1557, 0.17
0.1353, 0.18
0.2264, 0.18
0.1606, 0.18
0.145, 0.18
0.126, 0.18
0.1741, 0.18
0.095, 0.18
0.1579, 0.18
0.1501, 0.18
0.2065, 0.18
0.2314, 0.18
0.1502, 0.18
0.1648, 0.18
0.2103, 0.18
0.15, 0.18
0.1995, 0.19
0.1165, 0.19
0.1627, 0.19
0.1378, 0.19
0.1999, 0.19
0.1909, 0.19
0.144, 0.19
0.1159, 0.19
0.1506, 0.19
0.1467, 0.19
0.1087, 0.19
0.1825, 0.19
0.2045, 0.19
0.1973, 0.19
0.2724, 0.19
0.2433, 0.2
0.208, 0.2
0.0974, 0.2
0.1295, 0.2
0.2003, 0.2
0.1546, 0.2
0.1874, 0.2
0.1403, 0.2
0.2189, 0.2
0.1864, 0.2
0.1463, 0.2
0.1507, 0.2
0.2301, 0.2
0.1018, 0.2
0.145, 0.2
0.1431, 0.21
0.1698, 0.21
0.1895, 0.21
0.1596, 0.21
0.1842, 0.21
0.1458, 0.21
0.1466, 0.21
0.2293, 0.21
0.1498, 0.21
0.1204, 0.21
0.2036, 0.21
0.1286, 0.21
0.182, 0.21
0.185, 0.21
0.1218, 0.21
0.1171, 0.22
0.144, 0.22
0.2642, 0.22
0.1335, 0.22
0.1558, 0.22
0.1581, 0.22
0.1863, 0.22
0.1707, 0.22
0.133, 0.22
0.1901, 0.22
0.1658, 0.22
0.1583, 0.22
0.1565, 0.22
0.1759, 0.22
0.1292, 0.22
0.1658, 0.23
0.1674, 0.23
0.1715, 0.23
0.1413, 0.23
0.183, 0.23
0.1273, 0.23
0.1339, 0.23
0.1421, 0.23
0.1855, 0.23
0.1279, 0.23
0.1772, 0.23
0.1326, 0.23
0.1776, 0.23
0.176, 0.23
0.1799, 0.24
0.1711, 0.24
0.1425, 0.24
0.141, 0.24
0.1486, 0.24
0.2159, 0.24
0.1692, 0.24
0.1365, 0.24
0.1619, 0.24
0.1755, 0.24
0.1386, 0.24
0.12, 0.24
0.2205, 0.24
0.1579, 0.24
0.2188, 0.24
0.1904, 0.25
0.1322, 0.25
0.1504, 0.25
0.1291, 0.25
0.1693, 0.25
0.1426, 0.25
0.1431, 0.25
0.1848, 0.25
0.2102, 0.25
0.1545, 0.25
0.1443, 0.25
0.152, 0.25
0.171, 0.25
0.1863, 0.25
0.1148, 0.25
0.1662, 0.26
0.1747, 0.26
0.1356, 0.26
0.1702, 0.26
0.1958, 0.26
0.1627, 0.26
0.1718, 0.26
0.1459, 0.26
0.172, 0.26
0.1174, 0.26
0.1703, 0.26
0.1285, 0.26
0.1282, 0.26
0.1198, 0.26
0.1217, 0.26
0.1463, 0.27
0.1279, 0.27
0.1953, 0.27
0.1609, 0.27
0.1733, 0.27
0.1248, 0.27
0.13, 0.27
0.1237, 0.27
0.1386, 0.27
0.1571, 0.27
0.1178, 0.27
0.1765, 0.27
0.1587, 0.27
0.1069, 0.27
0.1606, 0.27
0.175, 0.28
0.1784, 0.28
0.1157, 0.28
0.1788, 0.28
0.1337, 0.28
0.1471, 0.28
0.2036, 0.28
0.1365, 0.28
0.1593, 0.28
0.1662, 0.28
0.1327, 0.28
0.1592, 0.28
0.1205, 0.28
0.1392, 0.28
0.1572, 0.28
0.1668, 0.29
0.1879, 0.29
0.1258, 0.29
0.1263, 0.29
0.1733, 0.29
0.123, 0.29
0.1795, 0.29
0.1365, 0.29
0.1354, 0.29
0.1666, 0.29
0.1482, 0.29
0.1713, 0.29
0.1847, 0.29
0.0975, 0.29
0.1241, 0.29
0.1129, 0.3
0.1263, 0.3
0.1527, 0.3
0.1325, 0.3
0.1207, 0.3
0.1688, 0.3
0.131, 0.3
0.1467, 0.3
0.1507, 0.3
0.1806, 0.3
0.0969, 0.3
0.1407, 0.3
0.1098, 0.3
0.1541, 0.3
0.1312, 0.31
0.1984, 0.31
0.1368, 0.31
0.1012, 0.31
0.143, 0.31
0.1483, 0.31
0.117, 0.31
0.1442, 0.31
0.2016, 0.31
0.118, 0.31
0.1327, 0.31
0.1431, 0.31
0.1298, 0.31
0.1627, 0.31
0.1286, 0.31
0.1605, 0.32
0.1253, 0.32
0.1046, 0.32
0.1352, 0.32
0.097, 0.32
0.1565, 0.32
0.1035, 0.32
0.0986, 0.32
0.128, 0.32
0.1009, 0.32
0.1736, 0.32
0.2032, 0.32
0.1368, 0.32
0.1063, 0.32
0.1249, 0.32
0.1343, 0.33
0.14, 0.33
0.1209, 0.33
0.1863, 0.33
0.1798, 0.33
0.1242, 0.33
0.1231, 0.33
0.1321, 0.33
0.1559, 0.33
0.1775, 0.33
0.1495, 0.33
0.0955, 0.33
0.1285, 0.33
0.1024, 0.33
0.1287, 0.33
0.1442, 0.34
0.1436, 0.34
0.1187, 0.34
0.1345, 0.34
0.1453, 0.34
0.1189, 0.34
0.1314, 0.34
0.1076, 0.34
0.1393, 0.34
0.1502, 0.34
0.1427, 0.34
0.139, 0.34
0.1325, 0.34
0.1181, 0.34
0.1545, 0.34
0.1172, 0.35
0.1112, 0.35
0.1172, 0.35
0.231, 0.35
0.1534, 0.35
0.1776, 0.35
0.0926, 0.35
0.1111, 0.35
0.1372, 0.35
0.1528, 0.35
0.1322, 0.35
0.1588, 0.35
0.1342, 0.35
0.1506, 0.35
0.1284, 0.35
0.1685, 0.36
0.1154, 0.36
0.1388, 0.36
0.1382, 0.36
0.1354, 0.36
0.1891, 0.36
0.0878, 0.36
0.1666, 0.36
0.1634, 0.36
0.138, 0.36
0.123, 0.36
0.1057, 0.36
0.162, 0.36
0.1218, 0.36
0.1181, 0.37
0.1414, 0.37
0.1229, 0.37
0.1333, 0.37
0.2005, 0.37
0.1685, 0.37
0.1182, 0.37
0.1687, 0.37
0.1343, 0.37
0.1307, 0.37
0.1303, 0.37
0.1929, 0.37
0.1118, 0.37
0.1089, 0.37
0.1724, 0.37
0.0987, 0.38
0.1544, 0.38
0.1322, 0.38
0.1204, 0.38
0.126, 0.38
0.1995, 0.38
0.1293, 0.38
0.125, 0.38
0.1686, 0.38
0.1279, 0.38
0.0966, 0.38
0.1456, 0.38
0.1394, 0.38
 
 
0.1205, 0.38
0.136, 0.38
0.1589, 0.39
0.1235, 0.39
0.1139, 0.39
0.132, 0.39
0.1546, 0.39
0.2568, 0.39
0.1298, 0.39
0.1244, 0.39
0.2026, 0.39
0.1809, 0.39
0.0999, 0.39
0.1355, 0.39
0.1393, 0.39
0.1543, 0.39
0.1511, 0.39
0.1668, 0.4
0.1854, 0.4
0.1523, 0.4
0.1621, 0.4
0.1814, 0.4
0.1201, 0.4
0.2005, 0.4
0.1154, 0.4
0.1707, 0.4
0.1262, 0.4
0.1295, 0.4
0.1355, 0.4
0.2531, 0.4
0.1358, 0.4
0.1344, 0.4
0.2627, 0.41
0.1391, 0.41
0.1019, 0.41
0.1503, 0.41
0.1248, 0.41
0.1128, 0.41
0.2588, 0.41
0.1432, 0.41
0.1591, 0.41
0.2112, 0.41
0.1872, 0.41
0.1535, 0.41
0.2091, 0.41
0.197, 0.41
0.1457, 0.41
0.2214, 0.42
0.1161, 0.42
0.1441, 0.42
0.2457, 0.42
0.1877, 0.42
0.1219, 0.42
0.2103, 0.42
0.1377, 0.42
0.1291, 0.42
0.1617, 0.42
0.1411, 0.42
0.1149, 0.42
